event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR207015,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Zelenyi Hai,49.4112,37.7904,2,Ministry of Defence of Russia,Regional,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ukrainian positions near Zelenyi Ha, Kharkiv. According to Russian sources, 220 Ukrainian soldiers were killed in the area of Yampolivka, Kolodiazne, Kutkivka, Doroshivka, Kindrashivka, Pischane, Nova Kruhliakivka and Zelenyi Hai [Russian MoD reported 220 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1739305052
UKR207086,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Antonivka,46.6799,32.6925,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Antonivka, Kherson. Casualties unknown.",0,,1739305052
UKR207087,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Baranivka,52.0647,32.3002,1,Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces shelled Baranivka, Chernihiv, with a suspected grenade launcher. Casualties unknown.",0,,1739305052
UKR207088,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Bilozerska,Bilozerka,46.6248,32.4425,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Bilozerka, Kherson. Casualties unknown.",0,,1739305052
UKR207089,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Blahovishchenske,46.6243,32.4727,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Blahovishchenske, Kherson. Casualties unknown.",0,,1739305052
UKR207090,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novoraiska,Chervonyi Mayak,46.9494,33.5995,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Chervonyi Mayak, Kherson. Casualties unknown.",0,,1739305052
UKR207091,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,3,Novoye Vremya Ukraine; Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) and damaged a railway infrastructure in Dnipropetrovsk region (coded to Dnipro, Dnipropetrovsk). No casualties.",0,,1739305052
UKR207092,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Mylivska,Dudchany,47.1879,33.7807,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Dudchany, Kherson. Casualties unknown.",0,,1739305052
UKR207093,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Fedorivka,46.8013,32.8104,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Fedorivka, Kherson. Casualties unknown.",0,,1739305052
UKR207094,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandrivska,Havrylivka,47.2261,33.8802,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Havrylivka, Kherson. Casualties unknown.",0,,1739305052
UKR207095,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Inzhenerne,46.7047,32.6851,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Inzhenerne, Kherson. Casualties unknown.",0,,1739305052
UKR207096,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Ivanivka,46.7453,33.0271,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Ivanivka, Kherson. Casualties unknown.",0,,1739305052
UKR207097,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Mylivska,Kachkarivka,47.0987,33.7445,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Kachkarivka, Kherson. Casualties unknown.",0,,1739305052
UKR207098,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Bilozerska,Kizomys,46.5634,32.3478,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Kizomys, Kherson. Casualties unknown.",0,,1739305052
UKR207099,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Komyshany,46.6361,32.5032,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Komyshany, Kherson. Casualties unknown.",0,,1739305053
UKR207100,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novoraiska,Krupytsia,46.993,33.5821,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Krupytsia, Kherson. Casualties unknown.",0,,1739305053
UKR207101,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Lvove,46.7909,33.1492,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Lvove, Kherson. Casualties unknown.",0,,1739305053
UKR207102,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Molodizhne,46.7306,32.6885,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Molodizhne, Kherson. Casualties unknown.",0,,1739305053
UKR207103,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novoraiska,Monastyrske,46.9586,33.5505,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Monastyrske, Kherson. Casualties unknown.",0,,1739305053
UKR207104,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandrivska,Mykhailivka,47.313,33.9578,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Mykhailivka, Kherson. Casualties unknown.",0,,1739305053
UKR207105,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Naddnipryanske,46.7375,32.7039,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Naddnipryanske, Kherson. Casualties unknown.",0,,1739305053
UKR207106,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Novoberyslav,46.8576,33.4881,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Novoberyslav, Kherson. Casualties unknown.",0,,1739305053
UKR207107,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandrivska,Novooleksandrivka,47.2655,33.8769,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Novooleksandrivka, Kherson. Casualties unknown.",0,,1739305053
UKR207108,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novoraiska,Novoraisk,47.0103,33.4867,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Novoraisk, Kherson. Casualties unknown.",0,,1739305053
UKR207109,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novovorontsovska,Novovorontsovka,47.5004,33.9175,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Novovorontsovka, Kherson. Casualties unknown.",0,,1739305053
UKR207110,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Shevchenkivska,Oleksandrivka,49.6534,37.2055,1,Ministry of Defence of Ukraine,Other,"On 4 February 2025, Russian Forces shelled Oleksandrivka, Kharkiv, with suspected 122mm artillery, damaging houses. Casualties unknown.",0,,1739305053
UKR207111,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Stanislavska,Oleksandrivka,46.6138,32.112,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Oleksandrivka, Kherson. Casualties unknown.",0,,1739305053
UKR207112,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Olhivka,46.7922,33.1985,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Olhivka, Kherson. Casualties unknown.",0,,1739305053
UKR207113,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novovorontsovska,Osokorivka,47.4473,33.9232,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Osokorivka, Kherson. Casualties unknown.",0,,1739305053
UKR207114,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Darivska,Poniativka,46.7465,32.9123,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Poniativka, Kherson. Casualties unknown.",0,,1739305053
UKR207115,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Pryozerne,46.6364,32.4716,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Pryozerne, Kherson. Casualties unknown.",0,,1739305053
UKR207116,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Sadove,46.7048,32.8225,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Sadove, Kherson. Casualties unknown.",0,,1739305053
UKR207117,2025-02-04,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Khersonskyi,Stanislavska,Shyroka Balka,46.5881,32.1952,1,Suspilne Media,National,"On 4 February 2025, Russian Forces struck (likely by shelling as the most common event) Shyroka Balka, Kherson. Casualties unknown.",0,,1739305053
